Author,Date,Text,Polairty,Subjectivity
OldFatTarzan,2019-02-20 05:58:44,@JES592 @chick_in_kiev You can't say this w/o providing a link...,0.0,0.0
darrinkaneshiro,2019-02-20 05:59:15,@realDonaldTrump @FoxNews https://t.co/NRbxK5SFGv,0.0,0.0
champagnekaddy,2019-02-20 05:59:35,"@migsacce if so, why do your kind keep cheating on me ",0.6,0.9
mae_maaaee,2019-02-20 05:59:57,"it took me 4 hours to finish 4 math problems, the master of Procrastination- ME @Yee_fxsh @washable_markr",0.0,0.0
IlimaSchool,2019-02-20 06:00:13,Heres @middlekumus @HAMLE808 presentation slides! #HAMLE2019,0.0,0.0
JaydaLauti,2019-02-20 06:00:22,@lylahrod stop buddy youre like my 5th appointment im still on my 1st one !! ,0.0,0.0
creatia,2019-02-20 06:00:22,"Youd think the evangelical Tump supporters, or their godsend president would know: We Reap What We Sow. Weapons https://t.co/VIhgUrpKNZ",0.0,0.0
knakk,2019-02-20 06:00:30,You dont get a gold star for doing things the right way. Some of you havent learned this and it REALLY shows.,0.24285714285714285,0.3678571428571429
Greg_Archer,2019-02-20 06:00:52,"#GregCannom tells me what it was like transforming #ChristianBale into #DickCheney for #Vice #Oscars2019
  https://t.co/bwfuP2ipjd",0.0,0.0
champagnekaddy,2019-02-20 06:01:03,i constantly say i hate filipinos but i rlly dont LMAOOOOO,-0.4,0.6166666666666667
lexis_lam,2019-02-20 06:01:20,"of times daily, if not more, your view would still be the same and youd still be a victim blamer. 
So today were https://t.co/lybh7UEPuv",-0.08125,0.16875
mae_maaaee,2019-02-20 06:01:34,I didnt buy gripping socks bc I could borrow gripping socks from my cousins and my cousins are being little bitch a https://t.co/1CdCj6mzbj,0.2708333333333333,0.8333333333333334
creatia,2019-02-20 06:01:51,@nprpolitics No Worries. Im sure its just a meet and greet.,0.5,0.8888888888888888
RBNO1livero,2019-02-20 06:01:54,Bro this nigga look mad dirty ,-0.6125,0.9
champagnekaddy,2019-02-20 06:01:58,@migsacce LMFAOOOOOOOOO FIRST OF ALL RELAX. not a whore i swear ,0.25,0.3333333333333333
RBNO1livero,2019-02-20 06:02:05,This tht work,0.0,0.0
DarianL19760433,2019-02-20 06:02:21,"@realsuyung And @WeAreRosemary 
My All Time Favorites In IMPACT WRESTLING. https://t.co/nguLhH6Iw1",0.0,0.0
mae_maaaee,2019-02-20 06:02:22,"@washable_markr @Yee_fxsh yeah I liked how YALL had to teach me  I already know what periods are, yall were just giving me MORE info",0.55,0.65
babehmaya,2019-02-20 06:02:24,https://t.co/LuscqLyyxZ,0.0,0.0
angelinaahudson,2019-02-20 06:02:37,we love zemo,0.5,0.6
u___m,2019-02-20 06:03:30,,0.0,0.0
DarianL19760433,2019-02-20 06:03:30,"@KurtBale1010, @PhillySwanson, @slaught_on https://t.co/cNRFHkBu7y",0.0,0.0
Nekidoodle,2019-02-20 06:03:40,@stay_ono https://t.co/4I0tBUOWFx,0.0,0.0
katieaddicks,2019-02-20 06:03:50,Summer 2k19. Thats the tweet. Thats it,0.0,0.0
lolsalawala,2019-02-20 06:03:50,Wow..toooo good ,0.7,0.6000000000000001
mauiblaster,2019-02-20 06:03:53,#NewProfilePic https://t.co/WihFFgfP0o,0.0,0.0
lexis_lam,2019-02-20 06:04:05,(Lets not forget that she had told me on multiple occasions prior to my assault that I was asking for it). My mom https://t.co/7t6VT1T252,0.0,0.0
camilas0lange,2019-02-20 06:04:05,I just needed a pia colada in my hand  https://t.co/QMiarY4sco,0.0,0.0
JPincorporated,2019-02-20 06:04:17,Leather pants,0.0,0.0
FeckfulTroll,2019-02-20 06:04:19,@Joy_Villa @instagram I tried to post a Fox news article about the Wapo Magahat lawsuit and it was blocked as well. https://t.co/J1PQO5iRMR,0.0,0.0
callmebongbong,2019-02-20 06:04:23,Alright. You got me. I'll be real. I promise. Sorry.,-0.15,0.65
jaims_hawaii,2019-02-20 06:04:29,"Aloha, FUJITSU!  JAIMS  We are very excited to work with you through the Global Competency Development P https://t.co/cryyRfQXNF",0.24375000000000002,0.48750000000000004
creatia,2019-02-20 06:04:32,"60% of Americans no like your stinking wall, seor presidente.",0.0,0.0
jaims_hawaii,2019-02-20 06:04:43,"Winner - 2nd Annual FUJITSU JAIMS Case Competition  January 29, 2019

Congratulations to our winning team, Team Ak https://t.co/ZGt608Ofxo",0.25,0.375
BigE_559,2019-02-20 06:05:17,,0.0,0.0
silva0072,2019-02-20 06:05:18,@timothymoriarty Because of sampling rights? A lot of their early records are unavailable because they didnt clear the samples.,0.1,0.3416666666666667
AbbyyGrace_,2019-02-20 06:05:23,Oh and he just finished all the strawberries and blackberries. ,0.0,0.0
callmebongbong,2019-02-20 06:05:34,Can you blame me?,0.0,0.0
Micah_Hawaii,2019-02-20 06:05:38,Sushi bay with bae. @k___ena,0.0,0.0
jaymell__,2019-02-20 06:05:48,@YungMoneyCaase Yessssssss,0.0,0.0
lexis_lam,2019-02-20 06:05:51,the others point of view before trashing and insulting it (can you guess which side shes on). Anyway she asked if https://t.co/UZTbokBe5K,-1.0,1.0
mae_maaaee,2019-02-20 06:05:53,@washable_markr @Yee_fxsh DONT I?!?!,0.0,0.0
MrWanderlust87,2019-02-20 06:05:55,@yashaihellurr I. Cant. Fucken. Breath. https://t.co/JXQeeo2Plc,0.0,0.0
PynkPikachu,2019-02-20 06:06:38,"Dinner with boys #JOTeats (@ GEN Korean BBQ House in Honolulu, HI) https://t.co/VP9P9PxR8Q",0.0,0.0
laisann,2019-02-20 06:06:46,OMFG HAHAHAH,0.0,0.0
Nekidoodle,2019-02-20 06:06:53,The OG Cock Destroyah,0.0,0.0
Rdmerrittusa,2019-02-20 06:06:57,"Wow!  Misinterpretation of the system, she has no idea on the fundamentals.",0.125,1.0
kalikoaloha,2019-02-20 06:07:00,"@e_lenzzz Recommend them to enroll in a class with me. Ill rip them a new one, spit truths of desecrated lands, ta https://t.co/I0HQ5mHLgS",-0.18181818181818182,0.7272727272727273
TheRealMikeG__,2019-02-20 06:07:02,Me 5minutes later after I promised her 2hrs of straight dick https://t.co/Ensci90Qhk,0.1,0.2
surfinghi,2019-02-20 06:07:21," : Ala Moana Bowls, Rockpiles &amp; Kaiser Bowl https://t.co/eizl1czNfT",0.0,0.0
mae_maaaee,2019-02-20 06:07:24,@washable_markr @Yee_fxsh OK BYE WERE BOTH WRONG https://t.co/sZZik14mcW,0.0,0.7
DarianL19760433,2019-02-20 06:07:37,@DollKat1 Quit Pissing People Off And Listen To What Your Husband @GrimsToyShow  Has To Say. Hes Telling The Truth. https://t.co/oFBgh3FJYZ,0.0,0.0
Bliss_Euphoria,2019-02-20 06:07:39,"Rompin through the mud &amp; jumpin off of waterfalls. My kind of day.  Dirty girl!
Ohmygosh to much fun! @ Kauai ATV https://t.co/CXdufTrmg6",0.075,0.6333333333333334
BPolendey,2019-02-20 06:07:41,Stunning Aloha Sunset #alohasunset #alohalife @ Barbers Point Beach Cottages https://t.co/HQgj9it5dI,0.5,1.0
FeckfulTroll,2019-02-20 06:07:42,@RaymondWPS @GayPatriot @MattSchafer1974 They're gonna fence in Palm Springs.,0.0,0.0
ash_volf,2019-02-20 06:07:42,,0.0,0.0
KeenanCross_15,2019-02-20 06:07:50,We were taught to get it how we live.,0.13636363636363635,0.5
KilohanaKona,2019-02-20 06:07:52,@rmayemsinger This is me coming home to my minpins.  Except they want dinner and they will end me if I don't hurry https://t.co/PMIdXJVPaC,0.0,0.0
lexis_lam,2019-02-20 06:07:56,gross- but I told her I dont think anyone DESERVES to be raped. But I feel like if its happening already and isn https://t.co/EOvwzlG2gl,0.0,0.0
_Nelzz_,2019-02-20 06:08:00,"I have to keep reminding myself I have only 295 days left of this because omfg 

All I want is for y'all to l https://t.co/VL6r8Kppjm",0.0,0.5
1Marco1k,2019-02-20 06:08:04,@soufsiderico About to sign up fr on base,-0.8,1.0
fredweisg,2019-02-20 06:08:04,@AlbertaCanola How much had been lost with oil on grain sales.. and she does it again.. not fair to the farmer one bit..,-0.07499999999999998,0.55
champagnekaddy,2019-02-20 06:08:12,"to this man.. im bout to be hella disrespectful. id let him run me over, cheat on me, break my heart, murder my f https://t.co/1VdNBlJmRY",0.0,0.0
jvz_xx,2019-02-20 06:08:14,I was higher than a kite when I took this https://t.co/vatj4ynMEW,0.25,0.5
shadeauv,2019-02-20 06:08:17,I just want to know where is the craziest places my followers have had sex ,0.0,0.0
F1J1_808,2019-02-20 06:08:35,Changer https://t.co/qqDsfpgngV,0.0,0.0
BlueTurbanStone,2019-02-20 06:08:49,"@40AcresBrooklyn  Here's a lifetime 4 your next film, my great grandfather lived from 1816 to 1928 - he saw people https://t.co/X8fdENqslY",0.4,0.375
champagnekaddy,2019-02-20 06:08:52,@migsacce cant be a whore if im a virgin ,0.0,0.0
mae_maaaee,2019-02-20 06:08:52,"@washable_markr @Yee_fxsh  hehehe, who feels intelligent now",0.8,0.9
KeenanCross_15,2019-02-20 06:08:54,FR THOUGH GAH DAMN!,0.0,0.0
ash_volf,2019-02-20 06:09:06,"1.
2.
3.",0.0,0.0
lexis_lam,2019-02-20 06:09:58,have this set-in-stone view that no matter the circumstance- a woman should never have an abortion- even when raped https://t.co/eRCIzWCLc4,0.0,0.0
BlueTurbanStone,2019-02-20 06:10:04,"@BlacKkKlansman Here's a lifetime 4 your next film, my great grandfather lived from 1816 to 1928 - he saw people in https://t.co/aNBQYO6LDA",0.4,0.375
ComradeJim,2019-02-20 06:10:42,Dude a fuckin burrito truck would kill it out here. Absolutely kill it out here.,0.2,0.9
hifipeeellaaah,2019-02-20 06:11:04,Hi...this is me,0.0,0.0
MekelKasanova,2019-02-20 06:11:09,@RichardEpcar Any time my friend! Stay awesome!,1.0,1.0
champagnekaddy,2019-02-20 06:11:11,them hours.. https://t.co/7pVmVVywzq,0.0,0.0
hitstreak,2019-02-20 06:11:27,"@ryanspoon @espn Hey Ryan, I'm super excited to see this tweet. I sent you a DM!",0.40104166666666663,0.7083333333333333
champagnekaddy,2019-02-20 06:11:38,their masculinity is more important,0.45,0.75
callmebongbong,2019-02-20 06:11:40,#YoullNeverReadThisBut yes you will ,0.0,0.0
BlueTurbanStone,2019-02-20 06:11:43,"@BlacKkKlansman Here's a lifetime 4 your next film, my great grandfather lived from 1816 to 1928 - he saw people in https://t.co/mgRhmMNuzB",0.4,0.375
creatia,2019-02-20 06:12:09,"H.R. McMaster, who succeeded Flynn as national security adviser, was concerned about the NSCs potentially driving https://t.co/xpcDW9hI1T",0.0,1.0
steadyhunger,2019-02-20 06:12:13,"Google maps: It will take you 34 minutes to get home

Me knowing damn well I can make it home quicker: https://t.co/l6NvicPEwc",0.0,0.0
Maui_Resorts,2019-02-20 06:12:26,"We had rain all day long and then this beautiful #sunset happened  @ Lahaina, Hawaii https://t.co/JpSSNE0SlP",0.39999999999999997,0.7
callmebongbong,2019-02-20 06:12:36,"#MyRansomWouldBe 1,000 kisses",0.0,0.0
lexis_lam,2019-02-20 06:12:45,"saying hey lets tie down all the pro-life people and force them to get raped so they know how it feels, Im sayi https://t.co/SoSxc4d7EU",-0.15555555555555559,0.2888888888888889
ikejime_ipo,2019-02-20 06:13:01,Humpback whale offshore Bowls @Hihumpbackwhale in the takeoff spot,0.0,0.0
KeitochanSays,2019-02-20 06:13:02,"Priime is  @tarynkabei!
. 
.
.
.

#keitosays #keitoanddecor #homestylekeito #keitochan #keito #homestyle https://t.co/U7HPDrKFyQ",0.0,0.0
victoriaancheta,2019-02-20 06:13:13,"@assylaonodro Alyssa, you look so good today  but FOREAL.. you look SOOO good!! ",0.85,0.6000000000000001
watanabe_yuko,2019-02-20 06:13:29,"
Best #MALASADAS everFresh, hot, fluffy and not too sweet! 
@alohapipeline 's are definitely a way better than L https://t.co/TiGBzcMdB2",0.33125,0.5333333333333333
creatia,2019-02-20 06:13:35,Multiple whistleblowers came forward to warn about efforts inside the White House to rush the transfer of highly se https://t.co/Hf2ZrSrAzZ,0.05333333333333334,0.17999999999999997
takada55,2019-02-20 06:13:37,,0.0,0.0
aloma_bk,2019-02-20 06:13:43,"Not gonna lie, the baby fever is runnin a lil hiigh. #butnope",0.0,0.0
heyimcedric,2019-02-20 06:13:44,,0.0,0.0
karmahill,2019-02-20 06:13:56,"These two and their #mauivenuewedding were absolutely dreamy! See more of their wedding day on our blog.

: KHP Te https://t.co/jiZU0IR39Q",0.375,0.7
hazardlm,2019-02-20 06:14:07,#hiwx cocktail above the pacific @HawaiianAir https://t.co/GnYzgt5EsD,0.0,0.1
KayceeACool,2019-02-20 06:14:25,"thanks jetstar for canceling my flight, couldve been half to my bed by now",0.016666666666666677,0.18333333333333335
bbygangstaah,2019-02-20 06:14:26,@braceyval LMFAO,0.0,0.0
xoanggelj,2019-02-20 06:14:31,@aannierrzz  https://t.co/EJqwm4gL7E,0.0,0.0
LOLandonHiga,2019-02-20 06:14:42,Whos Jordyn?,0.0,0.0
NlboydNancy,2019-02-20 06:15:02,@charliekirk11 It all makes my blood boil,0.0,0.0
NishaLaaureeen,2019-02-20 06:15:09,I know its late but i wanna eat a bowl of mini wheats ,-0.3,0.6
notHarper1,2019-02-20 06:15:30,This thread.,0.0,0.0
lexis_lam,2019-02-20 06:15:41,"away the rights of them getting help, or even terminating the baby they didnt ask for (or maybe can afford- both p https://t.co/cYoVoP5Y6y",0.0,0.0
ty_geee,2019-02-20 06:16:00,LMAOOOO Im the friend that needs help,0.0,0.0
CooooolHandLuke,2019-02-20 06:16:05,@cheerboyuwo2010 @ochocinco Can't really say yet. But it can't be soon enough lol,0.3333333333333333,0.4666666666666666
CONDlTION,2019-02-20 06:16:14,Trying so hard not to see these one piece spoilers. Straight up one piece is at its most insane arc rn,-0.14791666666666667,0.6104166666666666
callmebongbong,2019-02-20 06:16:43,Alright. You got me again. I'll be real good. I promise this time.,1.0,0.9000000000000001
Brooke2bomb,2019-02-20 06:16:48,"No tea, no shade but I agree ",0.0,0.0
Teejaayss,2019-02-20 06:16:48,"You burn that, then burn down the place that would sell that monstrosity",-0.15555555555555559,0.2888888888888889
NlboydNancy,2019-02-20 06:17:01,"@DonaldJTrumpJr @TomFitton Hell just lie, like everyone else",0.0,0.0
callmebongbong,2019-02-20 06:17:01,Can you blame me,0.0,0.0
CONDlTION,2019-02-20 06:17:16,Someone game share me Jump Force plz,-0.4,0.4
Rdmerrittusa,2019-02-20 06:17:17,@JoeMcArdle5 @the_ryan_boyle @TomBrittan69 @WalshFreedom You know! Statements like that can get you jailed.   Presi https://t.co/UVL2nyurv8,0.0,0.0
kaaaaaatleeen,2019-02-20 06:17:17,Today my we did a kanji writing excersise on the black board and my teacher said that my handwriting was nice and m https://t.co/SqBGFMTa0x,0.21666666666666667,0.7166666666666667
thefreshshave,2019-02-20 06:17:28,@WildKingdumb @bettycboyer Congrats amigo!!!,0.0,0.0
KeithRhebb,2019-02-20 06:17:31,Rain Day https://t.co/1nEGVVyKV0,0.0,0.0
ash_volf,2019-02-20 06:17:39,"#


:H
Xechslast order
 https://t.co/HNX5eusIhU",0.0,0.0
creatia,2019-02-20 06:17:45,"So The guy who killed the Iran Deal for fear of future nukes, sells nuclear technology to Saudi Arabia that they ca https://t.co/k89uazf9MQ",-0.1,0.0625
ash_volf,2019-02-20 06:17:59,@Lao_renn ,0.0,0.0
TheMrsRivero,2019-02-20 06:18:02,Check out my cool idea to increase and develop language with technology! @DonorsChoose! I'd love your help to bring https://t.co/7KgtCvso6S,0.5234375,0.625
CutDaCheck904,2019-02-20 06:18:09,blueface babyyy,0.0,0.0
silva0072,2019-02-20 06:18:18,"Only 39% of Americans have enough savings to cover a $1,000 emergency. When people see this fact, they blame the go https://t.co/WWoPZMiMu4",0.0,0.75
bkjk93,2019-02-20 06:18:19,@wildchildfua @AlfonzRose ,0.0,0.0
Kris10Pojunis,2019-02-20 06:18:20,@SinTheFields @bagelpowered Pls didnt Pat do this and @JustGrahamG bailed him out?,0.0,0.0
SimonIshihara,2019-02-20 06:18:27,Alexandria Ocasio-Cortez Gets HUMILIATED In Congress For Asking DUMB Que... https://t.co/drFNbnSfjt via @YouTube. Y https://t.co/fA8SDMXzTE,-0.375,0.5
ash_volf,2019-02-20 06:18:48,"4.
",0.0,0.0
F1J1_808,2019-02-20 06:18:49,@DeeWavyyy Whoaaaaa ?? So artistic,0.3333333333333333,1.0
kaaaaaatleeen,2019-02-20 06:18:53,@_shashane808 Yo its good!,0.875,0.6000000000000001
OldFatTarzan,2019-02-20 06:18:56,@r0wdy_ Here you go...https://t.co/HVKfL8UIyG,0.0,0.0
lisamireles,2019-02-20 06:18:57,@robynherbig Such a good article. Reminds me of Rita Piersons Ted Talk called Every Child Needs a Champion. https://t.co/pJBFgAWEIq,0.35,0.55
_cuhcuhchris,2019-02-20 06:19:30,OMG THE MARIO JUNP SOUND EFFECT ,0.4,0.4
lewalanik,2019-02-20 06:19:35,i was dying today &amp; all the healthroom lady gave me was an ICE PACK,0.0,0.0
kaaaaaatleeen,2019-02-20 06:19:39,LOL dont mind the my I was typing too fast ,0.5,0.6499999999999999
julsmakua,2019-02-20 06:20:02,Listen to your mom shes always right,0.2857142857142857,0.5357142857142857
F1J1_808,2019-02-20 06:20:02,He speak to my soul girl https://t.co/nCwM57ZJK3,0.0,0.0
RamenOfCulture,2019-02-20 06:20:10,@owoppai_ Servant x Service is one season (12 episodes I think? Cant remember) and its sooooo cute and sweet.,0.425,0.825
PossiblyBrando,2019-02-20 06:20:15,Long story short i think i bought a haunted beanie baby (or two),-0.025,0.35
OldFatTarzan,2019-02-20 06:20:18,@r0wdy_ Here's a link for the curious https://t.co/ZyanmNxk7I,-0.1,1.0
ash_volf,2019-02-20 06:20:22,"SS
",0.0,0.0
queenclaud_,2019-02-20 06:20:28,The tea is real today yall I couldnt leave Twitter yet ,0.2,0.30000000000000004
_elizaxo,2019-02-20 06:20:33,Missing Aloha. And to think this flat ocean You see here is the biggest blue and white monster in the winter https://t.co/cCPAdaA6R7,-0.05625,0.06875
laisann,2019-02-20 06:20:35,all this tea on jordyn woods better be true if its all over my timeline like this lol,0.5499999999999999,0.6166666666666666
chrisborchers12,2019-02-20 06:20:51,,0.0,0.0
KeithRhebb,2019-02-20 06:20:56,@themobilegolfer Im currently working there.,0.0,0.4
ohmysaru,2019-02-20 06:20:57,3,0.0,0.0
kathleenjcxr,2019-02-20 06:21:16,"Aray Marga  sakit noh?
#KGFamilyOuting",0.0,0.0
queenclaud_,2019-02-20 06:21:19, ,0.0,0.0
gxvillon,2019-02-20 06:21:51,Me and my brother were arguing in kickin Kajun because he was being mad disrespectful and saying stupid shit and th https://t.co/sWCHjpmNSj,-0.5416666666666666,0.9333333333333332
lexis_lam,2019-02-20 06:22:01,"fault view Id be upset bc even those people dont deserve it, but getting someone who was almost impossible to ch https://t.co/B0IqH9jAqI",-0.6666666666666666,1.0
F1J1_808,2019-02-20 06:22:08,Yaayaay,0.0,0.0
MiliLaff,2019-02-20 06:22:13,@piikeakalakau https://t.co/aDtX4q7e0l,0.0,0.0
thenetzerohero,2019-02-20 06:22:42,"@yegwxnerdery @EarthsGeneral I wonder if since the introduction of windchill forecasts, that we percieve temps as c https://t.co/eH5KzhGehH",0.0,0.0
steadyhunger,2019-02-20 06:22:42,"The guy on the rock is my PE teacher.

The seal is me.",0.0,0.0
shadeauv,2019-02-20 06:22:47,the lips tho,0.0,0.0
drspockjp,2019-02-20 06:23:22,withwithTo Go40 : Lemongrass at Waikoloa https://t.co/iWkYSpi78I,0.0,0.0
McgauleThomas,2019-02-20 06:23:27,@thehill https://t.co/qeYALzmiej,0.0,0.0
Sir_X_Perfect,2019-02-20 06:23:29,@KingGrizzly9 @BleacherReport Facts,0.0,0.0
CutDaCheck904,2019-02-20 06:23:33,he ran out on a nigga thats a shotta shotta,0.0,0.0
aaamberxo,2019-02-20 06:23:49,Why cant you have a mind of your own,0.6,1.0
HSmallbeck,2019-02-20 06:23:52,Tell me why my friends always get bood up at the same time  can yall take turns so Im not fucking bored all the time,0.125,0.5625
rn_tabi,2019-02-20 06:23:54,"



^ ^


 https://t.co/UQ8KTHtXDi",0.0,0.0
KilohanaKona,2019-02-20 06:23:58,@brianschatz Big Island reporting in.  We have rain on the Kona side.  Residents are shocked and confused but we're https://t.co/DdJQzaECIe,-0.3666666666666667,0.5333333333333333
lilcr0issant,2019-02-20 06:24:03,BE ABOUT IT,0.0,0.0
AAgbayani,2019-02-20 06:24:22,Malasadas &amp; fried spam sandwich for breakfast. #arlinaeats2019 @ Home Maid Cafe https://t.co/usNwbalQOx,0.0,0.0
bigdasss,2019-02-20 06:24:29,taking this red eye over the Pacific Ocean..,0.0,0.0
creatia,2019-02-20 06:24:46,McCabe told the Gang of Eight that he had opened a counterintelligence investigation into President Trump. No one https://t.co/OvL2RUAKUR,0.0,0.0
lexis_lam,2019-02-20 06:24:55,own child that I was asking for it (before she miraculously changed her opinion after the incident) that my view wa https://t.co/Vap0oIyXbx,0.6,1.0
aaallleeeccc1,2019-02-20 06:24:55,hoy :( gusto kong pumunta :( https://t.co/dvD7bmBFOU,-0.75,1.0
nesileka,2019-02-20 06:25:03,Fragrance so sweet like honey broke it down like a dancing queen ,0.0972222222222222,0.46944444444444444
PossiblyBrando,2019-02-20 06:25:05,so i was going to the bank and pull into the parking lot. Theres an antique shop right next to my bank that seemed https://t.co/D66c8g7of4,0.14285714285714285,0.26785714285714285
ash_volf,2019-02-20 06:25:08,"
",0.0,0.0
MiliLaff,2019-02-20 06:25:14,@piikeakalakau Its the worst.  To start the day so awesome and then be taken down.  I need more practice dealing with military parents.,0.048888888888888885,0.5777777777777777
Crisisdragonfly,2019-02-20 06:25:18,"The other day I tried to use the flashlight on my phone to find my phone. 

I'm so tired",-0.2625,0.5375
nesileka,2019-02-20 06:25:20,,0.0,0.0
PSBlakely,2019-02-20 06:25:24,Tutu Tuesday too busy for a shop share but had lots of girl time with Bella (youngest of our 7 &amp; finally feeling co https://t.co/nRwkvXln8V,0.05,0.65
creatia,2019-02-20 06:25:30,@lesleyclark @NBCNews Thats no way to run a deep state operation. What was he thinking?,0.0,0.4
shikataganaiii,2019-02-20 06:25:32,More American BTS interviews pls,0.25,0.25
nesileka,2019-02-20 06:25:53,Im dying ,0.0,0.0
satan_clayton,2019-02-20 06:26:00,Disappointed,-0.75,0.75
ElliottEdie35,2019-02-20 06:26:14,I'm a faithful man,0.0,0.0
Oahu_Raider808,2019-02-20 06:26:17,@MattyIceO7 Were assuming they use that money correctly and thats where Im struggling to have faith but I agree man,0.0,0.0
momowanderlust,2019-02-20 06:26:19,I am so lost. When is this rollercoaster feeling going to end.,0.0,0.0
steadyhunger,2019-02-20 06:26:32,I read the first 2 words of this tweet and laughed for 8 consecutive minutes...whats wrong with me,0.15,0.4777777777777778
SIZZAHHANDZ,2019-02-20 06:26:39,so i got cleared tonight from the psych doctor. a few more steps. ,0.15,0.3
lexis_lam,2019-02-20 06:26:59,Insulting me telling me my views (bc I was a victim of assault) were absolutely horrendous. I cant talk to her abo https://t.co/8m0SFdp78y,-0.2916666666666667,0.65
nesileka,2019-02-20 06:27:06,Zammmnn ,0.0,0.0
creatia,2019-02-20 06:27:28,"@GunnerGale Looks like our buddy Speaker Ryan may be stopping by to say hello to old friends, and testify under oath.",0.1,0.2
fankypanchu,2019-02-20 06:27:30,@officialMIZU ,0.0,0.0
creatia,2019-02-20 06:27:41,@BradMossEsq Oops.,0.0,0.0
Oahu_Raider808,2019-02-20 06:27:42,@stillnegusbee @Ham_Luna2o9 Lmfao,0.0,0.0
babehmaya,2019-02-20 06:27:54,you better stfu with all your lies cause my cousin like rock your jaw already,0.5,0.5
bigdasss,2019-02-20 06:28:08,Dont go buying me shxt either. ,0.0,0.0
jbelkosky,2019-02-20 06:28:19,Uhm wow. I missed a really nice sunset!,0.425,1.0
bigdasss,2019-02-20 06:28:20,,0.0,0.0
RogerCh25625256,2019-02-20 06:28:21,@KenidraRWoods_ Youre intelligent and appreciated! We need you!,0.55625,0.5
AirBro808,2019-02-20 06:28:24,"Check out what this fish had when I caught it.

https://t.co/AFk0wPTJpm

#Fishing #gopro #Hawaii 

@gopro https://t.co/ECwZu61KP3",0.0,0.0
nesileka,2019-02-20 06:28:26,Aqua man is that you?   ,0.0,0.0
jcredwolf11,2019-02-20 06:28:29,"After 13.5 hours 

To tired to cook   @ Kailua Beach - Oahu, Hawaii https://t.co/saWoLKPeiE",-0.4,0.7
_Nelzz_,2019-02-20 06:28:36,@TimaTimedesu Bruhhhhhh they tryna scam Hawai'i lol,0.8,0.7
1Marco1k,2019-02-20 06:28:42,@soufsiderico Lets get it then bro fr,0.0,0.0
mluttig,2019-02-20 06:28:42,@AndrewKirell This will almost certainly cause me to find other sources for my news. I strongly suspect I am not alone.,0.17420634920634917,0.5599206349206348
veekayohh,2019-02-20 06:28:43,@torikitty_93 This is me with gardening.,0.0,0.0
nesileka,2019-02-20 06:28:43,I feel like he did it on purpose lmao,0.6,1.0
aaamberxo,2019-02-20 06:29:03,My ECG teacher takes the longest breaks. WERE TRYING TO LEAVE EWRLY WOMAN LETS GOOOOO. https://t.co/FfdBJtDiZT,0.0,0.0
steadyhunger,2019-02-20 06:29:08,The only good cat out there...,0.35,0.8
247_happygurl,2019-02-20 06:29:33,@GlitterNGus Amen preach,0.0,0.0
bungal0w,2019-02-20 06:29:46,@CatintheCradle @USAPatriotMEGA @AlwaysActions You have a Russian plant as president.,0.0,0.0
lexis_lam,2019-02-20 06:29:53,"wouldve blamed me and still yet, she doesnt (and will probably never) see things from my point of view no matter https://t.co/fENsR6G14t",0.0,0.0
poly_zeus7,2019-02-20 06:29:58,"If it's not white people doing it, nobody cares about genocide.",0.0,0.0
steadyhunger,2019-02-20 06:30:05,I always thought good cats were a myth.,0.7,0.6000000000000001
nyssabarfield,2019-02-20 06:30:11,*rain and wind,0.0,0.0
Sir_X_Perfect,2019-02-20 06:30:32,The laugh tho ,0.3,0.1
nesileka,2019-02-20 06:30:33,Why can I see everyones replies to shit lmao I dont wanna see allaadat ,0.19999999999999998,0.9
MiliLaff,2019-02-20 06:30:43,@auntyrenee I respect that.  I was just shocked that the parent gleefully want me to lose my livelihood.  Its new https://t.co/WCbA1EeQCB,-0.2818181818181818,0.6272727272727273
nyssabarfield,2019-02-20 06:30:45,Arent you supposed to turn off the car while you pump gas?,0.0,0.0
OldFatTarzan,2019-02-20 06:30:53,@B_Mantle I just want to beat Cincy.,0.0,0.0
1Marco1k,2019-02-20 06:30:55,Yall just be settling,0.0,0.0
fankypanchu,2019-02-20 06:31:05,"@officialMIZU Ugh. Some upsetting house moments.
After nightbass the other week w legendary slater/lorenzo, this fa https://t.co/cuplXl45t6",0.4375,0.6875
trevis_dampier,2019-02-20 06:31:23,Best brussels sprouts I've ever had I must say!! All of these delectable delights hit the spot with this Manhattan! https://t.co/tXa9bxxGkv,1.0,0.3
MiliLaff,2019-02-20 06:31:34,@piikeakalakau Yeah / major sucksville.  Thanks for understanding,0.13125,0.35
nesileka,2019-02-20 06:31:39,Omg ,0.0,0.0
Lights83,2019-02-20 06:31:48, https://t.co/2R5xNpn6YZ,0.0,0.0
be808,2019-02-20 06:32:01,"
#tuesday #hawaiian #sunset #westside #hawaii #oahu #honolulu #be808 #pinoy #koolinaresort #aulanidisney #fsoahu https://t.co/OM85vRyB2M",0.0,0.0
wearegraves,2019-02-20 06:32:27,@_apackman @EkaliMusic second this,0.0,0.0
MiliLaff,2019-02-20 06:32:34,@auntyrenee And honestly; I only been talked to like this by white parents,0.0,0.5
serena_marsden,2019-02-20 06:32:39,@emiblaser Emi- you are on it! This is what our PD day last Friday was visioning with vertically articulated grade levels!,0.0,0.06666666666666667
CutDaCheck904,2019-02-20 06:32:46,Ion need no friendsssss I just wanna winnnn,0.0,0.0
